symbol,company,industry,tier,price,change_pct,high_52w,low_52w,high_200d,low_200d,from_52w_high_pct,ema20,ema200,above_ema200,rsi14,macd,macd_signal,macd_hist,vol_vs_avg20,consec_days,history_days
CUB,City Union Bank Ltd.,Financial Services,1,235.79,1.71,238.48,152.33,238.48,172.01,-1.13,228.12,203.41,True,60.11,3.187,3.508,-0.321,0.95,3,252
BHARATCOAL,Bharat Coking Coal Limited,,2,32.69,1.71,42.55,29.95,42.55,29.95,-23.17,33.3,36.34,False,39.1,-0.549,-0.474,-0.075,0.76,1,169
COMSYN,Commercial Syn Bags Limited,,2,294.75,1.71,304.35,138.0,304.35,138.0,-3.15,288.13,195.28,True,61.22,13.511,17.37,-3.859,2.07,1,248
GLFL,Gujarat Lease Financing Limited,,2,5.35,1.71,8.9,3.85,7.61,3.85,-39.89,5.5,5.83,False,43.25,-0.117,-0.073,-0.044,0.82,2,248
TVSMOTOR,TVS Motor Company Ltd.,Automobile and Auto Components,1,4101.7,1.7,4466.2,3283.4,4466.2,3283.4,-8.16,4170.48,3790.66,True,43.12,-36.421,-7.833,-28.588,1.19,1,251
SHAILY,Shaily Engineering Plastics Limited,,2,3149.8,1.7,3454.83,1819.98,3454.83,1819.98,-8.83,3254.87,2745.76,True,43.44,1.256,32.825,-31.569,1.22,1,251
PPLPHARMA,Piramal Pharma Ltd.,Healthcare,1,208.16,1.69,226.62,133.27,226.62,133.27,-8.15,210.16,184.58,True,49.05,0.65,2.819,-2.169,0.73,2,252
ALIVUS,Alivus Life Sciences Limited,,2,1370.6,1.69,1443.7,856.99,1443.7,856.99,-5.06,1367.55,1112.71,True,53.26,23.386,33.893,-10.507,0.85,1,248
SUPRAJIT,Suprajit Engineering Limited,,2,488.15,1.69,529.14,395.67,529.14,395.67,-7.75,493.76,465.79,True,46.02,-5.092,-3.739,-1.353,3.79,1,248
MAHESHWARI,Maheshwari Logistics Limited,,2,71.48,1.68,74.96,39.69,74.96,39.69,-4.64,71.92,62.22,True,47.37,-0.425,-0.262,-0.164,0.65,1,247
DIFFNKG,Diffusion Engineers Limited,,2,435.85,1.67,485.5,236.27,485.5,236.27,-10.23,435.27,363.54,True,52.2,9.14,12.781,-3.641,0.09,2,248
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,,2,17.06,1.67,31.08,16.36,26.35,16.51,-45.11,17.32,20.36,False,42.59,-0.365,-0.337,-0.028,2.61,2,248
WEBELSOLAR,Websol Energy System Limited,,2,72.94,1.67,134.83,51.72,121.8,51.72,-45.9,76.63,93.99,False,35.7,-3.821,-4.18,0.359,0.82,1,252
ADVENTHTL,Advent Hotels International Limited,,2,129.15,1.66,328.65,120.9,245.06,120.9,-60.7,132.42,174.76,False,41.34,-3.666,-3.272,-0.395,0.8,2,215
JYOTHYLAB,Jyothy Labs Limited,,2,195.41,1.66,319.27,189.12,290.19,189.12,-38.79,199.37,227.64,False,41.35,-2.868,-1.831,-1.037,0.44,1,250
KDDL,KDDL Limited,,2,3819.0,1.66,4085.3,2021.94,4085.3,2021.94,-6.52,3855.44,3008.84,True,50.3,49.989,87.132,-37.144,0.58,1,247
UTKARSHBNK,Utkarsh Small Finance Bank Limited,,2,14.05,1.66,22.25,10.22,16.24,10.22,-36.85,14.59,15.01,False,42.65,-0.054,0.081,-0.135,0.44,1,251
DBL,Dilip Buildcon Limited,,2,406.2,1.65,573.5,386.15,487.35,386.15,-29.17,405.73,446.14,False,48.25,-5.722,-6.887,1.164,0.73,1,247
FRACTAL,Fractal Analytics Limited,,2,750.75,1.65,1101.55,738.6,1101.55,738.6,-31.85,790.17,858.81,False,33.86,-22.558,-15.603,-6.956,0.74,1,149
HESTERBIO,Hester Biosciences Limited,,2,2207.7,1.65,2534.0,1253.66,2534.0,1253.66,-12.88,2300.55,2006.37,True,41.24,-38.109,-27.438,-10.671,0.53,1,248
BAJEL,Bajel Projects Limited,,2,171.91,1.63,223.8,136.8,206.88,136.8,-23.19,180.97,183.47,False,37.47,-3.734,-1.804,-1.93,0.61,2,251
ELDEHSG,Eldeco Housing And Industries Limited,,2,781.7,1.63,989.36,710.66,989.36,710.66,-20.99,777.88,802.8,False,51.4,-1.519,-0.562,-0.956,0.22,1,249
VGUARD,V-Guard Industries Limited,,2,327.15,1.63,380.74,289.42,350.28,289.42,-14.08,328.89,324.63,True,49.31,0.646,2.977,-2.33,0.88,1,249
CUMMINSIND,Cummins India Ltd.,Capital Goods,1,5020.0,1.62,5977.92,3800.06,5977.92,3878.35,-16.02,5104.7,5018.31,True,41.47,-92.255,-90.347,-1.908,0.58,2,251
INDOFARM,Indo Farm Equipment Limited,,2,135.07,1.62,265.43,111.16,219.22,111.16,-49.11,139.29,159.79,False,42.04,-2.574,-2.792,0.218,0.74,1,250
VASCONEQ,Vascon Engineers Limited,,2,29.57,1.62,71.28,27.06,50.28,27.06,-58.52,30.43,38.26,False,39.63,-0.649,-0.624,-0.025,1.04,1,249
SESHAPAPER,Seshasayee Paper and Boards Limited,,2,246.72,1.61,276.92,213.86,276.92,213.86,-10.91,238.04,240.31,True,62.05,4.527,3.045,1.481,0.59,1,248
WINDMACHIN,Windsor Machines Limited,,2,300.05,1.61,328.45,205.55,328.45,205.55,-8.65,302.88,290.84,True,47.21,-1.111,0.217,-1.327,1.15,1,250
AWL,AWL Agri Business Ltd.,Fast Moving Consumer Goods,1,186.98,1.6,276.16,171.4,251.49,171.4,-32.29,187.96,202.28,False,46.4,-2.13,-1.538,-0.592,0.86,2,252
UNOMINDA,UNO Minda Ltd.,Automobile and Auto Components,1,1205.0,1.6,1363.19,1011.63,1333.56,1011.63,-11.6,1224.16,1187.15,True,44.96,-10.147,-0.17,-9.976,0.86,2,251
HIMATSEIDE,Himatsingka Seide Limited,,2,64.66,1.59,131.13,63.65,119.6,63.65,-50.69,68.65,88.38,False,28.55,-2.809,-2.582,-0.227,1.58,1,252
RUDRA,Rudra Global Infra Products Limited,,2,20.68,1.57,27.47,14.8,27.47,14.8,-24.72,20.34,20.59,True,55.51,0.125,0.208,-0.083,1.23,2,188
STYLAMIND,Stylam Industries Limited,,2,3238.2,1.57,3736.4,1629.8,3736.4,2103.0,-13.33,3362.66,2822.59,True,39.78,-60.107,-39.555,-20.552,1.05,1,251
AJANTPHARM,Ajanta Pharmaceuticals Ltd.,Healthcare,1,3563.6,1.56,3718.2,2340.47,3718.2,2565.1,-4.16,3534.72,3109.49,True,54.3,5.441,11.189,-5.748,2.87,1,250
TMCV,Tata Motors Ltd.,Capital Goods,1,442.9,1.56,499.66,314.05,499.66,352.47,-11.36,446.77,415.08,True,47.07,-5.378,-2.037,-3.341,1.88,2,216
VBL,Varun Beverages Ltd.,Fast Moving Consumer Goods,1,421.95,1.56,543.45,380.94,543.45,380.94,-22.36,417.2,461.59,False,50.55,-6.24,-8.987,2.747,1.02,3,252
EIMCOELECO,Eimco Elecon (India) Limited,,2,2277.1,1.56,2325.5,1425.06,2325.5,1425.06,-2.08,2201.06,1834.88,True,62.36,81.404,90.882,-9.478,1.5,1,247
RTNPOWER,RattanIndia Power Limited,,2,7.14,1.56,12.41,6.99,10.29,6.99,-42.47,7.44,9.06,False,30.57,-0.32,-0.324,0.004,0.81,2,251
ANANTRAJ,Anant Raj Ltd.,Realty,1,606.15,1.55,734.39,405.03,638.25,405.03,-17.46,605.73,565.78,True,50.11,-3.071,-0.553,-2.517,0.54,2,252
GODREJPROP,Godrej Properties Ltd.,Realty,1,1691.1,1.55,2309.14,1464.22,2156.0,1464.22,-26.76,1867.39,1907.18,False,26.73,-88.688,-57.176,-31.513,0.93,2,251
KOKUYOCMLN,Kokuyo Camlin Limited,,2,77.79,1.55,113.87,71.04,96.16,71.04,-31.69,79.19,87.54,False,41.82,-1.441,-1.423,-0.018,0.56,1,250
SAMPANN,Sampann Utpadan India Limited,,2,24.28,1.55,42.78,23.91,36.54,23.91,-43.24,25.03,28.19,False,39.22,-0.689,-0.643,-0.046,0.39,1,247
FORCEMOT,Force Motors Ltd.,Automobile and Auto Components,1,17650.0,1.54,25702.88,15259.59,25702.88,16684.53,-31.33,17643.61,18845.9,False,49.27,-102.789,-115.34,12.551,0.92,2,251
GOLDIAM,Goldiam International Limited,,2,326.75,1.54,384.05,201.49,384.05,201.49,-14.92,338.27,315.67,True,35.68,-9.06,-7.229,-1.831,0.69,1,251
MAHLOG,Mahindra Logistics Limited,,2,392.75,1.54,439.85,277.75,439.85,277.75,-10.71,397.24,377.1,True,45.38,-2.081,-0.875,-1.206,0.93,1,251
BIRLACORPN,Birla Corporation Limited,,2,823.6,1.53,1285.19,772.36,1095.85,772.36,-35.92,849.27,972.75,False,35.09,-24.316,-21.26,-3.055,2.47,2,251
JKIL,J.Kumar Infraprojects Limited,,2,480.4,1.53,658.95,427.7,602.2,427.7,-27.1,487.86,520.82,False,41.97,-4.659,-2.768,-1.891,0.92,1,249
MCX,Multi Commodity Exchange of India Ltd.,Financial Services,1,3260.0,1.52,3433.29,1555.39,3433.29,1967.98,-5.05,3216.68,2697.23,True,55.92,69.937,96.139,-26.202,1.08,2,251
ELGIRUBCO,Elgi Rubber Company Limited,,2,56.68,1.52,71.34,33.51,63.02,33.51,-20.55,58.76,54.38,True,44.84,-0.215,0.225,-0.441,0.61,1,250
PURVA,Puravankara Limited,,2,213.43,1.52,280.7,163.06,259.49,163.06,-23.97,214.34,223.32,False,48.59,-1.387,-0.722,-0.665,0.27,2,250
SHRIRAMFIN,Shriram Finance Ltd.,Financial Services,1,1010.0,1.51,1141.0,598.99,1141.0,823.49,-11.48,1038.75,971.35,True,39.72,-23.968,-17.308,-6.66,1.21,2,252
COFFEEDAY,Coffee Day Enterprises Limited,,2,30.86,1.51,44.61,21.12,40.76,21.12,-30.82,31.05,32.19,False,49.24,0.145,0.179,-0.033,0.52,2,251
JMA,Jullundur Motor Agency (Delhi) Limited,,2,90.3,1.51,97.14,68.6,97.14,68.6,-7.04,90.93,85.97,True,49.87,1.107,1.403,-0.295,0.34,1,247
360ONE,360 ONE WAM Ltd.,Financial Services,1,1061.3,1.5,1210.0,923.89,1210.0,923.89,-12.29,1117.04,1110.14,False,32.62,-27.384,-15.192,-12.191,0.62,1,250
IKIO,IKIO Technologies Limited,,2,205.83,1.5,231.73,107.33,231.73,107.33,-11.18,210.09,183.51,True,48.45,3.367,4.251,-0.884,0.22,1,251
CREST,Crest Ventures Limited,,2,359.95,1.49,403.34,308.35,403.34,308.35,-10.76,362.75,366.3,False,46.25,-2.917,-2.362,-0.555,2.85,1,247
ETHOSLTD,Ethos Limited,,2,2612.5,1.49,3196.4,2020.4,3119.3,2020.4,-18.27,2745.88,2585.04,True,35.76,-32.859,3.687,-36.546,1.35,1,248
PARKHOSPS,Park Medi World Limited,,2,282.05,1.49,299.3,143.92,299.3,143.92,-5.76,281.29,239.71,True,50.73,-0.898,-0.484,-0.414,1.91,2,191
GOCOLORS,Go Fashion (India) Limited,,2,308.1,1.48,739.3,238.4,506.55,238.4,-58.33,322.86,383.94,False,38.74,-6.507,-4.206,-2.301,0.29,1,250
ATL,Allcargo Terminals Limited,,2,24.24,1.47,38.39,18.68,28.64,18.68,-36.86,24.83,25.57,False,46.38,-0.053,0.142,-0.195,0.31,1,250
PARAGMILK,Parag Milk Foods Limited,,2,268.5,1.47,371.6,179.86,320.0,179.86,-27.74,253.62,242.13,True,62.26,9.947,9.358,0.589,0.81,1,252
HINDALCO,Hindalco Industries Ltd.,Metals & Mining,1,972.7,1.46,1143.73,737.2,1143.73,802.66,-14.95,1004.62,961.62,True,39.28,-10.641,-3.173,-7.468,1.18,1,250
ZENTEC,Zen Technologies Ltd.,Capital Goods,1,1662.8,1.46,1995.95,1227.46,1995.95,1227.46,-16.69,1767.17,1652.49,True,35.31,-31.568,-10.496,-21.073,1.23,1,250
ASTRAMICRO,Astra Microwave Products Limited,,2,1631.2,1.46,1858.97,854.49,1858.97,854.49,-12.25,1672.72,1396.69,True,43.97,-23.034,-15.606,-7.428,0.64,1,252
DCMSIL,DCM Shriram International Limited,,2,70.29,1.46,99.83,51.91,99.83,51.91,-29.59,71.91,66.93,True,44.14,-1.876,-1.892,0.016,0.74,2,146
DOLLAR,Dollar Industries Limited,,2,266.8,1.46,374.88,220.7,362.88,220.7,-28.83,268.14,286.57,False,48.64,-0.275,-0.099,-0.176,0.9,1,248
IGCL,Indogulf Cropsciences Limited,,2,66.22,1.46,110.25,53.58,86.91,53.58,-39.94,70.4,73.28,False,30.65,-1.336,-0.484,-0.851,0.59,1,249
BANDHANBNK,Bandhan Bank Ltd.,Financial Services,1,175.0,1.45,214.88,134.31,214.88,134.31,-18.56,171.87,176.67,False,54.23,-0.396,-1.777,1.381,2.29,2,251
JSWENERGY,JSW Energy Ltd.,Power,1,512.0,1.45,600.01,438.56,600.01,438.56,-14.67,529.1,535.29,False,36.65,-9.934,-7.817,-2.117,0.53,1,251
ADROITINFO,Adroit Infotech Limited,,2,11.2,1.45,11.81,8.23,11.2,8.23,-5.17,10.53,9.86,True,69.66,0.316,0.257,0.059,1.94,3,247
KSOLVES,Ksolves India Limited,,2,255.75,1.45,344.6,244.29,344.6,244.29,-25.78,266.35,284.88,False,35.21,-5.53,-4.043,-1.487,1.15,1,250
LODHA,Lodha Developers Ltd.,Realty,1,1103.1,1.44,1311.74,674.63,1311.74,674.63,-15.91,1166.9,1074.84,True,37.98,-29.787,-13.195,-16.592,1.4,2,251
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,,2,28.19,1.44,40.24,20.89,37.0,20.89,-29.95,24.55,25.9,True,74.65,0.946,0.345,0.6,3.97,3,249
IDBI,IDBI Bank Ltd.,Financial Services,1,83.06,1.43,116.01,61.5,116.01,61.5,-28.4,84.99,86.2,False,43.81,-0.908,-0.172,-0.737,0.95,1,252
AGIIL,Agi Infra Limited,,2,266.15,1.43,419.15,235.0,419.15,237.35,-36.5,280.13,308.52,False,33.71,-10.087,-9.56,-0.527,0.29,1,250
DONEAR,Donear Industries Limited,,2,83.79,1.43,106.27,78.53,102.73,78.53,-21.15,84.81,88.98,False,45.87,-0.676,-0.278,-0.399,0.29,2,251
JINDWORLD,Jindal Worldwide Limited,,2,49.7,1.43,58.52,18.1,58.52,18.1,-15.07,47.6,34.13,True,59.24,3.611,4.047,-0.436,0.3,1,252
LAXMIDENTL,Laxmi Dental Limited,,2,198.23,1.43,346.85,158.25,275.5,158.25,-42.85,199.73,227.3,False,45.54,-2.244,-3.041,0.797,0.39,1,250
BLUESTARCO,Blue Star Ltd.,Consumer Durables,1,1504.0,1.42,2006.86,1445.3,2006.86,1445.3,-25.06,1508.02,1681.89,False,48.05,-12.215,-21.19,8.974,1.05,1,250
PVSL,Popular Vehicles and Services Limited,,2,99.32,1.42,155.24,84.88,134.37,84.88,-36.02,103.43,108.31,False,39.58,-2.269,-1.519,-0.75,0.32,1,248
VRAJ,Vraj Iron and Steel Limited,,2,123.99,1.42,157.66,94.67,146.15,94.67,-21.36,123.78,127.35,False,50.47,0.048,-0.053,0.101,1.34,1,250
INDGN,Indegene Ltd.,Healthcare,1,600.1,1.41,611.65,421.65,611.65,421.65,-1.89,581.34,531.3,True,63.82,8.006,10.015,-2.009,0.74,3,252
SUZLON,Suzlon Energy Ltd.,Capital Goods,1,43.14,1.41,60.4,39.56,59.31,39.56,-28.58,44.94,50.76,False,32.06,-1.481,-1.333,-0.148,1.6,2,252
STANLEY,Stanley Lifestyles Limited,,2,137.63,1.41,315.45,123.7,229.88,123.7,-56.37,137.82,170.66,False,46.39,-2.065,-2.592,0.527,0.67,2,250
BDL,Bharat Dynamics Ltd.,Capital Goods,1,1151.9,1.4,1625.81,1096.6,1564.43,1096.6,-29.15,1230.34,1342.22,False,28.65,-43.235,-29.595,-13.639,0.58,2,251
ETERNAL,Eternal Ltd.,Consumer Services,1,326.85,1.4,354.35,215.68,331.0,215.68,-7.76,321.54,290.4,True,59.7,2.231,3.412,-1.181,0.54,3,252
SATIN,Satin Creditcare Network Limited,,2,217.88,1.4,268.87,137.25,268.87,137.25,-18.96,221.14,201.72,True,42.13,-4.706,-5.137,0.431,1.02,1,248
WALCHANNAG,Walchandnagar Industries Limited,,2,199.84,1.4,312.05,131.65,312.05,131.65,-35.96,212.16,216.58,False,34.62,-7.166,-6.324,-0.842,0.55,1,251
VMM,Vishal Mega Mart Ltd.,Consumer Services,1,102.65,1.39,152.35,99.68,138.07,99.68,-32.62,104.27,118.28,False,42.99,-2.04,-1.807,-0.233,0.64,3,252
63MOONS,63 moons technologies limited,,2,884.75,1.39,929.24,469.21,929.24,469.21,-4.79,848.38,744.24,True,59.98,24.694,23.14,1.555,0.57,2,252
HNDFDS,Hindustan Foods Limited,,2,606.45,1.39,658.2,446.1,658.2,446.1,-7.86,617.91,553.41,True,46.65,2.744,8.384,-5.639,0.77,1,249
PLATIND,Platinum Industries Limited,,2,214.05,1.39,325.1,185.26,267.25,185.26,-34.16,221.62,235.32,False,40.91,-2.004,-0.339,-1.665,0.75,1,252
HINDPETRO,Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,1,350.05,1.38,474.6,303.51,474.6,303.51,-26.24,357.73,377.93,False,39.06,-5.915,-4.99,-0.925,0.97,1,250
CORDELIA,Waterways Leisure Tourism Limited,,2,109.68,1.38,112.85,66.81,112.85,66.81,-2.81,104.53,77.99,True,63.36,5.646,5.935,-0.289,0.35,1,57
IRIS,IRIS RegTech Solutions Limited,,2,238.09,1.38,376.4,210.91,315.05,210.91,-36.75,246.26,261.75,False,42.85,-1.961,-0.246,-1.714,0.22,1,249
STAR,Strides Pharma Science Limited,,2,1200.2,1.38,1217.0,789.85,1217.0,789.85,-1.38,1116.96,1008.29,True,69.13,48.205,37.504,10.701,0.58,2,251
VIRINCHI,Virinchi Limited,,2,13.95,1.38,31.9,13.76,24.41,13.76,-56.27,14.56,18.52,False,35.68,-0.376,-0.309,-0.066,0.91,1,249
AXISBANK,Axis Bank Ltd.,Financial Services,1,1257.0,1.37,1401.92,1130.73,1401.92,1160.41,-10.34,1248.77,1264.89,False,52.14,-3.259,-2.891,-0.368,1.29,1,252
FIVESTAR,Five-Star Business Finance Ltd.,Financial Services,1,549.4,1.37,657.61,346.04,589.41,346.04,-16.46,536.24,506.1,True,56.91,2.958,0.253,2.705,0.9,1,249
TRAVELFOOD,Travel Food Services Ltd.,Consumer Services,1,1232.0,1.37,1417.3,1035.44,1417.3,1035.44,-13.07,1274.12,1260.66,False,38.63,-20.087,-13.847,-6.24,0.28,1,250
CGPOWER,CG Power and Industrial Solutions Ltd.,Capital Goods,1,892.0,1.36,976.5,529.48,976.5,529.48,-8.65,889.02,829.77,True,50.75,-0.847,1.602,-2.45,1.26,2,252
PTCIL,PTC Industries Ltd.,Capital Goods,1,22805.0,1.36,23830.0,14726.0,23830.0,14726.0,-4.3,22274.1,18316.5,True,58.32,875.642,1049.006,-173.364,0.65,1,250
TATACONSUM,Tata Consumer Products Ltd.,Fast Moving Consumer Goods,1,1013.7,1.36,1260.34,986.1,1260.34,986.1,-19.57,1020.19,1101.76,False,43.21,-19.799,-20.495,0.697,1.81,2,251
ACI,Archean Chemical Industries Limited,,2,461.45,1.36,704.62,455.25,622.26,455.25,-34.51,488.82,553.58,False,34.0,-13.423,-11.018,-2.405,0.47,1,248
GALAXYSURF,Galaxy Surfactants Limited,,2,2156.3,1.36,2508.4,1497.51,2508.4,1497.51,-14.04,2208.94,2013.5,True,46.9,10.806,34.376,-23.571,0.65,1,247
HLVLTD,HLV LIMITED,,2,6.75,1.35,12.25,5.72,9.96,5.72,-44.9,6.57,8.08,False,54.61,-0.076,-0.143,0.067,0.6,1,251
MALLCOM,Mallcom (India) Limited,,2,924.3,1.35,1487.6,911.95,1254.0,911.95,-37.87,973.73,1079.03,False,38.52,-14.566,-7.742,-6.824,0.24,1,247
ORIENTTECH,Orient Technologies Limited,,2,236.47,1.35,459.45,224.0,440.9,224.0,-48.53,241.63,278.12,False,43.25,-3.752,-4.441,0.688,0.32,1,251
OSWALAGRO,Oswal Agro Mills Limited,,2,33.88,1.35,79.21,33.43,62.61,33.43,-57.23,35.93,46.77,False,33.03,-1.108,-0.903,-0.206,1.62,1,251
GMDCLTD,Gujarat Mineral Development Corporation Ltd.,Metals & Mining,1,556.45,1.33,746.75,469.6,746.75,486.95,-25.48,564.35,588.92,False,44.54,-5.308,-4.047,-1.261,0.68,2,252
SAIL,Steel Authority of India Ltd.,Metals & Mining,1,177.33,1.33,206.06,125.91,206.06,125.91,-13.94,181.38,168.09,True,45.03,-0.675,1.678,-2.353,0.49,3,252
CERA,Cera Sanitaryware Limited,,2,5646.0,1.33,6585.47,4472.66,6585.47,4472.66,-14.27,5718.65,5724.0,False,41.57,-90.49,-92.545,2.054,1.61,1,249
LANDMARK,Landmark Cars Limited,,2,475.1,1.33,656.33,348.35,569.95,348.35,-27.61,497.44,480.0,False,40.26,-9.327,-5.275,-4.052,1.27,1,248
SANDESH,The Sandesh Limited,,2,1032.3,1.33,1201.0,817.98,1182.23,817.98,-14.05,1033.61,1031.06,True,49.83,-1.856,2.006,-3.862,0.89,2,248
UNIDT,United Drilling Tools Limited,,2,218.77,1.33,248.86,145.97,248.86,145.97,-12.09,224.03,211.83,True,44.42,-0.039,0.147,-0.186,1.94,1,247
BANKINDIA,Bank of India,Financial Services,1,140.0,1.32,171.59,112.65,171.59,132.66,-18.41,140.94,140.4,False,45.68,-1.063,-0.629,-0.434,0.79,3,252
BIOCON,Biocon Ltd.,Healthcare,1,385.0,1.32,440.7,338.5,440.7,339.64,-12.64,395.6,398.46,False,36.42,-9.704,-8.486,-1.218,2.55,2,252
GLAXO,Glaxosmithkline Pharmaceuticals Ltd.,Healthcare,1,2856.2,1.32,3106.4,2103.2,3106.4,2103.2,-8.05,2879.47,2543.04,True,50.52,34.162,68.539,-34.378,0.5,1,249
CAPITALSFB,Capital Small Finance Bank Limited,,2,273.25,1.32,305.25,215.23,305.25,215.23,-10.48,279.83,276.0,False,37.42,-4.578,-3.655,-0.923,0.33,1,247
MAGNUM,Magnum Ventures Limited,,2,19.19,1.32,26.8,16.71,24.77,16.71,-28.4,19.04,20.78,False,52.34,-0.11,-0.121,0.011,2.73,2,249
MARKOLINES,Markolines Pavement Technologies Limited,,2,172.84,1.32,188.47,133.68,188.47,133.68,-8.29,172.19,167.94,True,50.5,-0.943,-0.698,-0.245,0.83,2,231
PVP,PVP Ventures Limited,,2,59.28,1.32,68.48,23.49,68.48,23.49,-13.43,58.56,36.06,True,56.82,5.41,7.047,-1.637,0.2,1,250
UNIMECH,Unimech Aerospace and Manufacturing Limited,,2,1591.3,1.32,1629.6,706.3,1629.6,706.3,-2.35,1528.04,1168.82,True,60.6,46.45,51.059,-4.608,0.78,2,251
GANGESSECU,Ganges Securities Limited,,2,115.01,1.31,162.15,104.15,152.83,104.15,-29.07,117.56,125.73,False,42.65,-0.981,-0.363,-0.617,0.13,1,247
LTFOODS,LT Foods Ltd.,Fast Moving Consumer Goods,1,423.2,1.3,471.48,336.35,459.0,336.35,-10.24,433.9,410.63,True,44.8,2.012,6.696,-4.684,0.17,1,251
AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,,2,24.89,1.3,27.6,20.55,27.21,20.55,-9.82,25.14,24.87,True,48.11,0.024,0.136,-0.112,0.14,1,249
KRITINUT,Kriti Nutrients Limited,,2,81.34,1.3,99.97,53.87,99.97,53.87,-18.64,82.89,82.49,False,45.22,-0.845,-0.221,-0.624,0.59,1,249
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,,2,431.2,1.3,563.31,416.36,563.31,425.65,-23.45,444.38,480.27,False,32.41,-8.635,-7.397,-1.238,0.32,1,247
HALEOSLABS,HALEOS LABS LIMITED,,2,1507.9,1.28,1690.1,1118.9,1690.1,1126.5,-10.78,1477.72,1413.63,True,55.49,-4.121,-8.109,3.989,2.19,3,247
MANCREDIT,Mangal Credit and Fincorp Limited,,2,218.0,1.28,256.48,156.94,256.48,156.94,-15.0,223.55,203.33,True,43.53,-3.751,-2.691,-1.06,1.39,1,249
QUADFUTURE,Quadrant Future Tek Limited,,2,528.2,1.28,528.2,252.65,528.2,252.65,0.0,452.11,372.3,True,77.38,31.804,22.68,9.123,0.59,4,252
STARCEMENT,Star Cement Limited,,2,187.3,1.28,272.2,184.1,238.56,184.1,-31.19,191.87,214.58,False,40.44,-2.475,-2.859,0.384,0.68,1,248
LT,Larsen & Toubro Ltd.,Construction,1,3885.0,1.27,4375.36,3310.07,4375.36,3310.07,-11.21,3939.39,3932.92,False,41.77,-41.363,-25.491,-15.871,1.15,2,252
PICCADIL,Piccadily Agro Industries Limited,,2,599.55,1.27,783.19,516.49,783.19,516.49,-23.45,628.42,636.24,False,35.19,-26.834,-24.648,-2.187,0.82,2,250
ICICIGI,ICICI Lombard General Insurance Company Ltd.,Financial Services,1,1458.1,1.26,2035.17,1427.7,2002.4,1427.7,-28.35,1512.08,1742.5,False,28.57,-50.914,-47.087,-3.828,1.0,2,251
POLYMED,Poly Medicure Ltd.,Healthcare,1,1726.0,1.26,2061.18,1188.67,1912.98,1188.67,-16.26,1730.67,1662.14,True,49.54,-1.41,3.187,-4.597,0.98,1,251
AETHER,Aether Industries Limited,,2,1603.1,1.26,1696.8,732.05,1696.8,815.9,-5.52,1629.93,1251.08,True,47.91,14.397,26.823,-12.426,0.7,1,250
ARKADE,Arkade Developers Limited,,2,117.22,1.26,181.34,94.83,163.22,94.83,-35.36,123.5,131.31,False,35.35,-3.579,-2.971,-0.608,1.59,1,249
MUFIN,Mufin Green Finance Limited,,2,132.2,1.26,139.51,85.73,139.51,95.36,-5.24,134.57,121.01,True,42.8,-0.439,0.32,-0.759,1.53,1,251
NIRLON,Nirlon Limited,,2,601.05,1.26,634.8,532.79,634.8,532.79,-5.32,613.62,579.99,True,40.14,-2.993,0.544,-3.537,0.14,1,104
ROSSTECH,Rossell Techsys Limited,,2,1374.3,1.26,1374.3,573.72,1374.3,573.72,0.0,1207.21,940.17,True,82.16,71.188,51.062,20.126,2.04,4,252
TIINDIA,Tube Investments of India Ltd.,Automobile and Auto Components,1,2598.8,1.25,3385.19,2186.26,3306.1,2186.26,-23.23,2688.51,2870.84,False,37.58,-71.437,-57.138,-14.299,1.08,2,251
HARSHA,Harsha Engineers International Limited,,2,430.0,1.25,466.8,313.12,466.8,313.12,-7.88,440.58,407.07,True,45.58,4.229,7.455,-3.226,1.16,1,248
WAAREERTL,Waaree Renewable Technologies Limited,,2,811.05,1.25,1330.5,782.3,1116.1,782.3,-39.04,847.15,952.09,False,26.27,-25.263,-22.993,-2.27,1.01,1,251
BLUEJET,Blue Jet Healthcare Ltd.,Healthcare,1,575.25,1.24,680.93,326.57,624.94,326.57,-15.52,574.16,535.46,True,49.96,-4.3,-3.497,-0.803,0.48,3,252
SCHNEIDER,Schneider Electric Infrastructure Ltd.,Capital Goods,1,1213.5,1.24,1501.0,579.2,1501.0,579.2,-19.15,1220.56,1131.74,True,47.26,-20.831,-26.96,6.129,1.15,2,251
AARON,Aaron Industries Limited,,2,124.71,1.24,217.74,108.88,185.61,108.88,-42.73,129.93,142.57,False,42.77,-1.77,-0.82,-0.95,1.3,1,248
ASIANENE,Asian Energy Services Limited,,2,492.25,1.24,552.15,233.36,552.15,233.36,-10.85,493.42,369.44,True,52.74,18.356,26.009,-7.653,0.44,1,252
CENTURYPLY,Century Plyboards (India) Limited,,2,719.9,1.24,842.87,644.88,842.87,644.88,-14.59,739.14,764.03,False,36.37,-12.202,-9.497,-2.706,2.62,1,249
ROLEXRINGS,Rolex Rings Limited,,2,168.53,1.24,185.82,100.44,185.82,101.98,-9.3,172.48,146.4,True,46.81,1.661,3.975,-2.315,0.6,1,249
